time,open,high,low,close,volume
2026-06-04T15:15:00Z,3359.47,3360.84,3357.74,3359.26,1610.85
2026-06-04T15:30:00Z,3359.26,3359.64,3356.97,3358.75,1719.38
2026-06-04T15:45:00Z,3358.75,3360.28,3358.28,3358.67,1623.48
2026-06-04T16:00:00Z,3358.67,3360.43,3357.79,3358.56,1595.10
2026-06-04T16:15:00Z,3358.56,3359.33,3356.31,3357.82,1603.55
2026-06-04T16:30:00Z,3357.82,3358.45,3356.94,3357.90,1611.48
2026-06-04T16:45:00Z,3357.90,3358.58,3356.56,3357.31,1722.74
2026-06-04T17:00:00Z,3357.31,3358.70,3356.42,3357.03,1606.14
2026-06-04T17:15:00Z,3357.03,3357.71,3355.93,3356.44,1652.43
2026-06-04T17:30:00Z,3356.44,3357.51,3354.87,3356.50,1647.19
2026-06-04T17:45:00Z,3356.50,3358.23,3355.83,3356.54,1492.95
2026-06-04T18:00:00Z,3356.54,3358.15,3355.61,3355.97,1416.17
2026-06-04T18:15:00Z,3355.97,3357.69,3353.80,3355.43,1413.13
2026-06-04T18:30:00Z,3355.43,3356.70,3355.01,3355.75,1508.11
2026-06-04T18:45:00Z,3355.75,3356.92,3354.73,3356.05,1438.47
2026-06-04T19:00:00Z,3356.05,3357.62,3355.02,3356.00,1376.71
2026-06-04T19:15:00Z,3356.00,3357.63,3355.62,3356.11,1098.19
2026-06-04T19:30:00Z,3356.11,3357.23,3355.06,3356.23,1105.35
2026-06-04T19:45:00Z,3356.23,3356.58,3354.65,3355.97,1159.54
2026-06-04T20:00:00Z,3355.97,3357.56,3354.51,3356.03,1106.70
2026-06-04T20:15:00Z,3356.03,3356.60,3354.80,3355.51,1114.63
2026-06-04T20:30:00Z,3355.51,3357.20,3354.33,3354.99,1075.11
2026-06-04T20:45:00Z,3354.99,3356.64,3354.39,3355.26,1223.96
2026-06-04T21:00:00Z,3355.26,3355.90,3354.85,3355.22,1247.38
2026-06-04T21:15:00Z,3355.22,3356.73,3354.12,3354.79,1466.00
2026-06-04T21:30:00Z,3354.79,3355.43,3354.43,3355.08,1512.33
2026-06-04T21:45:00Z,3355.08,3355.55,3354.37,3354.76,1451.94
2026-06-04T22:00:00Z,3354.76,3356.69,3354.13,3355.00,1609.75
2026-06-04T22:15:00Z,3355.00,3356.40,3354.11,3355.16,1657.23
2026-06-04T22:30:00Z,3355.16,3356.79,3354.15,3354.78,1682.10
2026-06-04T22:45:00Z,3354.78,3355.65,3353.66,3354.93,1756.15
2026-06-04T23:00:00Z,3354.93,3356.18,3352.93,3354.57,1567.46
2026-06-04T23:15:00Z,3354.57,3356.31,3352.56,3354.13,1682.48
2026-06-04T23:30:00Z,3354.13,3355.27,3352.59,3353.50,1623.29
2026-06-04T23:45:00Z,3353.50,3354.55,3351.94,3353.54,1733.10
2026-06-05T00:00:00Z,3353.54,3355.03,3351.70,3353.01,1589.25
2026-06-05T00:15:00Z,3353.01,3353.40,3351.95,3352.56,1601.15
2026-06-05T00:30:00Z,3352.56,3354.25,3351.19,3352.22,1589.91
2026-06-05T00:45:00Z,3352.22,3352.94,3350.20,3351.63,1605.05
2026-06-05T01:00:00Z,3351.63,3353.30,3350.87,3351.54,1543.88
2026-06-05T01:15:00Z,3351.54,3352.98,3349.66,3351.40,1487.89
2026-06-05T01:30:00Z,3351.40,3353.34,3349.80,3351.66,1383.08
2026-06-05T01:45:00Z,3351.66,3353.71,3350.69,3351.93,1392.37
2026-06-05T02:00:00Z,3351.93,3352.99,3350.67,3352.14,1271.53
2026-06-05T02:15:00Z,3352.14,3352.85,3351.22,3352.20,1201.21
2026-06-05T02:30:00Z,3352.20,3353.97,3350.63,3352.28,1051.16
2026-06-05T02:45:00Z,3352.28,3353.61,3351.45,3352.18,1077.61
2026-06-05T03:00:00Z,3352.18,3353.39,3351.48,3352.53,952.83
2026-06-05T03:15:00Z,3352.53,3354.24,3351.39,3352.82,1103.40
2026-06-05T03:30:00Z,3352.82,3354.12,3351.64,3353.00,1238.77
2026-06-05T03:45:00Z,3353.00,3354.58,3352.33,3353.64,1335.31
2026-06-05T04:00:00Z,3353.64,3354.79,3352.54,3353.86,1340.03
2026-06-05T04:15:00Z,3353.86,3354.40,3352.17,3353.96,1394.45
2026-06-05T04:30:00Z,3353.96,3354.61,3353.60,3354.13,1476.82
2026-06-05T04:45:00Z,3354.13,3355.46,3353.53,3354.29,1413.50
2026-06-05T05:00:00Z,3354.29,3354.98,3353.03,3354.56,1514.20
2026-06-05T05:15:00Z,3354.56,3356.04,3353.36,3355.30,1659.73
2026-06-05T05:30:00Z,3355.30,3357.54,3354.51,3355.77,1533.59
2026-06-05T05:45:00Z,3355.77,3356.91,3354.57,3356.38,1653.94
2026-06-05T06:00:00Z,3356.38,3357.29,3354.84,3356.75,1665.57
2026-06-05T06:15:00Z,3356.75,3358.20,3355.67,3357.49,1687.11
2026-06-05T06:30:00Z,3357.49,3358.48,3357.11,3358.12,1676.48
2026-06-05T06:45:00Z,3358.12,3359.84,3356.91,3358.77,1546.71
2026-06-05T07:00:00Z,3358.77,3360.19,3357.04,3359.63,1647.28
2026-06-05T07:15:00Z,3359.63,3361.26,3358.81,3360.52,1654.54
2026-06-05T07:30:00Z,3360.52,3362.17,3359.42,3361.49,1689.82
2026-06-05T07:45:00Z,3361.49,3362.60,3359.89,3362.23,1565.46
2026-06-05T08:00:00Z,3362.23,3363.73,3361.58,3362.60,1448.14
2026-06-05T08:15:00Z,3362.60,3363.56,3361.73,3363.02,1465.16
2026-06-05T08:30:00Z,3363.02,3364.78,3361.41,3363.16,1372.30
2026-06-05T08:45:00Z,3363.16,3364.48,3362.12,3363.97,1268.24
2026-06-05T09:00:00Z,3363.97,3365.22,3363.48,3364.83,1193.17
2026-06-05T09:15:00Z,3364.83,3366.19,3364.14,3365.10,1157.72
2026-06-05T09:30:00Z,3365.10,3366.52,3363.59,3366.01,1120.92
2026-06-05T09:45:00Z,3366.01,3367.45,3364.74,3366.35,1149.97
2026-06-05T10:00:00Z,3366.35,3368.32,3364.80,3367.06,1055.85
2026-06-05T10:15:00Z,3367.06,3368.65,3365.63,3367.42,1123.74
2026-06-05T10:30:00Z,3367.42,3369.13,3365.95,3367.91,1064.98
2026-06-05T10:45:00Z,3367.91,3370.47,3366.42,3368.82,1116.64
2026-06-05T11:00:00Z,3368.82,3370.55,3367.47,3369.12,1407.77
2026-06-05T11:15:00Z,3369.12,3370.63,3367.54,3369.52,1409.78
2026-06-05T11:30:00Z,3369.52,3370.80,3367.73,3370.22,1445.73
2026-06-05T11:45:00Z,3370.22,3371.38,3369.04,3370.42,1549.39
2026-06-05T12:00:00Z,3370.42,3372.06,3369.66,3370.45,1515.97
2026-06-05T12:15:00Z,3370.45,3371.86,3369.80,3371.20,1639.04
2026-06-05T12:30:00Z,3371.20,3373.00,3370.44,3371.37,1708.92
2026-06-05T12:45:00Z,3371.37,3372.74,3370.14,3371.45,1588.74
2026-06-05T13:00:00Z,3371.45,3373.50,3370.21,3372.07,1768.87
2026-06-05T13:15:00Z,3372.07,3374.00,3370.30,3372.81,1594.23
2026-06-05T13:30:00Z,3372.81,3373.71,3372.00,3372.91,1718.21
2026-06-05T13:45:00Z,3372.91,3374.65,3372.21,3373.47,1692.63
2026-06-05T14:00:00Z,3373.47,3374.45,3372.18,3373.80,1672.74
2026-06-05T14:15:00Z,3373.80,3374.92,3373.02,3374.53,1662.92
2026-06-05T14:30:00Z,3374.53,3375.41,3374.03,3374.93,1618.12
2026-06-05T14:45:00Z,3374.93,3376.47,3373.46,3374.94,1687.64
2026-06-05T15:00:00Z,3374.94,3375.45,3373.37,3374.92,1660.57
2026-06-05T15:15:00Z,3374.92,3376.19,3374.51,3375.52,1469.59
2026-06-05T15:30:00Z,3375.52,3376.62,3373.94,3375.55,1463.56
2026-06-05T15:45:00Z,3375.55,3376.67,3374.13,3375.75,1287.66
2026-06-05T16:00:00Z,3375.75,3377.27,3373.98,3376.53,1408.12
2026-06-05T16:15:00Z,3376.53,3377.77,3374.85,3376.87,1204.19
2026-06-05T16:30:00Z,3376.87,3378.83,3376.19,3377.15,1097.22
2026-06-05T16:45:00Z,3377.15,3378.67,3376.64,3377.18,1024.04
2026-06-05T17:00:00Z,3377.18,3378.01,3375.95,3377.48,1114.64
2026-06-05T17:15:00Z,3377.48,3379.22,3376.82,3378.32,1074.51
2026-06-05T17:30:00Z,3378.32,3380.05,3376.56,3378.75,1191.15
2026-06-05T17:45:00Z,3378.75,3379.77,3377.98,3378.81,1318.87
2026-06-05T18:00:00Z,3378.81,3379.96,3377.35,3378.96,1264.66
2026-06-05T18:15:00Z,3378.96,3380.77,3378.00,3379.18,1371.97
2026-06-05T18:30:00Z,3379.18,3380.35,3377.91,3379.56,1320.49
2026-06-05T18:45:00Z,3379.56,3380.63,3379.10,3380.23,1456.31
2026-06-05T19:00:00Z,3380.23,3381.50,3378.56,3380.52,1434.50
2026-06-05T19:15:00Z,3380.52,3382.39,3379.34,3381.05,1628.37
2026-06-05T19:30:00Z,3381.05,3382.51,3380.19,3381.76,1569.47
2026-06-05T19:45:00Z,3381.76,3383.84,3380.57,3382.56,1509.23
2026-06-05T20:00:00Z,3382.56,3383.85,3381.85,3382.89,1528.14
2026-06-05T20:15:00Z,3382.89,3385.07,3382.11,3383.54,1548.48
2026-06-05T20:30:00Z,3383.54,3384.99,3381.93,3383.69,1555.97
2026-06-05T20:45:00Z,3383.69,3385.46,3382.02,3383.85,1724.56
2026-06-05T21:00:00Z,3383.85,3384.54,3382.55,3384.05,1685.46
2026-06-05T21:15:00Z,3384.05,3385.23,3382.69,3384.13,1547.03
2026-06-05T21:30:00Z,3384.13,3385.00,3382.49,3384.53,1628.94
2026-06-05T21:45:00Z,3384.53,3386.10,3383.67,3385.23,1594.27
2026-06-05T22:00:00Z,3385.23,3386.21,3384.49,3385.51,1455.27
2026-06-05T22:15:00Z,3385.51,3386.48,3384.19,3385.87,1590.15
2026-06-05T22:30:00Z,3385.87,3387.66,3384.36,3386.31,1406.26
2026-06-05T22:45:00Z,3386.31,3387.91,3385.90,3386.46,1471.84
2026-06-05T23:00:00Z,3386.46,3388.04,3385.78,3387.10,1352.36
2026-06-05T23:15:00Z,3387.10,3389.12,3385.51,3387.78,1256.81
2026-06-05T23:30:00Z,3387.78,3389.37,3387.08,3387.66,1178.65
2026-06-05T23:45:00Z,3387.66,3389.57,3387.05,3387.91,1069.96
2026-06-06T00:00:00Z,3387.91,3389.10,3386.00,3387.72,1041.19
2026-06-06T00:15:00Z,3387.72,3388.72,3386.21,3388.12,1032.25
2026-06-06T00:30:00Z,3388.12,3389.83,3386.77,3388.21,1042.26
2026-06-06T00:45:00Z,3388.21,3388.94,3387.13,3388.09,1261.44
2026-06-06T01:00:00Z,3388.09,3389.02,3386.71,3387.91,1140.77
2026-06-06T01:15:00Z,3387.91,3389.19,3386.66,3388.03,1367.26
2026-06-06T01:30:00Z,3388.03,3389.33,3387.03,3388.35,1408.09
2026-06-06T01:45:00Z,3388.35,3389.35,3386.95,3388.70,1537.40
2026-06-06T02:00:00Z,3388.70,3390.03,3388.04,3388.92,1418.60
2026-06-06T02:15:00Z,3388.92,3390.67,3387.78,3388.53,1543.75
2026-06-06T02:30:00Z,3388.53,3390.61,3387.51,3388.87,1648.62
2026-06-06T02:45:00Z,3388.87,3389.53,3387.19,3389.17,1515.24
2026-06-06T03:00:00Z,3389.17,3390.27,3387.57,3388.84,1736.04
2026-06-06T03:15:00Z,3388.84,3390.20,3387.27,3389.15,1636.66
2026-06-06T03:30:00Z,3389.15,3389.65,3387.30,3388.85,1777.52
2026-06-06T03:45:00Z,3388.85,3389.65,3386.83,3388.56,1568.86
2026-06-06T04:00:00Z,3388.56,3390.40,3388.01,3388.61,1548.75
2026-06-06T04:15:00Z,3388.61,3389.06,3387.34,3388.70,1607.30
2026-06-06T04:30:00Z,3388.70,3390.09,3387.20,3388.84,1664.86
2026-06-06T04:45:00Z,3388.84,3389.48,3387.61,3389.11,1617.09
2026-06-06T05:00:00Z,3389.11,3390.74,3387.74,3389.32,1608.58
2026-06-06T05:15:00Z,3389.32,3391.03,3387.67,3389.03,1605.94
2026-06-06T05:30:00Z,3389.03,3389.97,3387.69,3388.83,1522.75
2026-06-06T05:45:00Z,3388.83,3390.66,3387.14,3389.02,1449.30
2026-06-06T06:00:00Z,3389.02,3390.49,3387.72,3389.25,1356.57
2026-06-06T06:15:00Z,3389.25,3390.58,3388.26,3389.28,1318.14
2026-06-06T06:30:00Z,3389.28,3391.28,3387.52,3389.61,1136.01
2026-06-06T06:45:00Z,3389.61,3390.86,3388.59,3389.45,1164.97
2026-06-06T07:00:00Z,3389.45,3390.97,3388.23,3389.67,1142.15
2026-06-06T07:15:00Z,3389.67,3391.27,3389.23,3389.74,922.90
2026-06-06T07:30:00Z,3389.74,3391.06,3388.99,3389.89,1163.52
2026-06-06T07:45:00Z,3389.89,3391.40,3388.79,3389.99,1240.27
2026-06-06T08:00:00Z,3389.99,3390.43,3388.77,3389.70,1264.85
2026-06-06T08:15:00Z,3389.70,3390.99,3388.70,3390.26,1384.36
2026-06-06T08:30:00Z,3390.26,3392.17,3388.53,3390.64,1340.90
2026-06-06T08:45:00Z,3390.64,3392.04,3390.27,3391.05,1467.34
2026-06-06T09:00:00Z,3391.05,3393.08,3390.05,3391.48,1595.93
2026-06-06T09:15:00Z,3391.48,3393.08,3389.88,3391.76,1638.77
2026-06-06T09:30:00Z,3391.76,3392.57,3390.79,3392.18,1478.20
2026-06-06T09:45:00Z,3392.18,3392.64,3391.39,3392.19,1693.76
